,symbol,metric,value
6769,TT,Volume,"979,667"
6770,TT,Avg. Volume,"1,213,909"
6771,TT,Market Cap,51.644B
6772,TT,Beta (5Y Monthly),1.20
6773,TT,PE Ratio (TTM),26.45
6774,TT,EPS (TTM),8.58
6775,TT,Earnings Date,"Nov 01, 2023"
6776,TT,Forward Dividend & Yield,3.00 (1.32%)
6777,TT,Ex-Dividend Date,"Nov 30, 2023"
6778,TT,1y Target Est,227.24
6779,TDG,Previous Close,957.63
6780,TDG,Open,964.23
6781,TDG,Bid,790.00 x 800
6782,TDG,Ask,996.16 x 1300
6783,TDG,Day's Range,958.05 - 969.03
6784,TDG,52 Week Range,"599.42 - 1,013.08"
6785,TDG,Volume,"259,982"
6786,TDG,Avg. Volume,"241,737"
6787,TDG,Market Cap,53.343B
6788,TDG,Beta (5Y Monthly),1.39
6789,TDG,PE Ratio (TTM),43.85
6790,TDG,EPS (TTM),21.99
6791,TDG,Earnings Date,"Feb 05, 2024 - Feb 09, 2024"
6792,TDG,Forward Dividend & Yield,N/A (N/A)
6793,TDG,Ex-Dividend Date,"Nov 17, 2023"
6794,TDG,1y Target Est,"1,081.05"
6795,TRV,Previous Close,171.82
6796,TRV,Open,172.01
6797,TRV,Bid,165.19 x 800
6798,TRV,Ask,176.42 x 1000
6799,TRV,Day's Range,170.88 - 172.43
6800,TRV,52 Week Range,157.33 - 194.51
6801,TRV,Volume,"632,510"
6802,TRV,Avg. Volume,"1,269,282"
6803,TRV,Market Cap,39.307B
6804,TRV,Beta (5Y Monthly),0.59
6805,TRV,PE Ratio (TTM),18.59
6806,TRV,EPS (TTM),9.26
6807,TRV,Earnings Date,"Jan 22, 2024 - Jan 26, 2024"
6808,TRV,Forward Dividend & Yield,4.00 (2.32%)
6809,TRV,Ex-Dividend Date,"Dec 07, 2023"
6810,TRV,1y Target Est,193.18
6811,TRMB,Previous Close,43.93
6812,TRMB,Open,43.61
6813,TRMB,Bid,43.14 x 900
6814,TRMB,Ask,43.19 x 800
6815,TRMB,Day's Range,42.94 - 43.69
6816,TRMB,52 Week Range,39.57 - 62.01
6817,TRMB,Volume,"71,628"
6818,TRMB,Avg. Volume,"1,480,039"
6819,TRMB,Market Cap,10.687B
6820,TRMB,Beta (5Y Monthly),1.53
6821,TRMB,PE Ratio (TTM),31.82
6822,TRMB,EPS (TTM),1.35
6823,TRMB,Earnings Date,"Feb 06, 2024 - Feb 12, 2024"
6824,TRMB,Forward Dividend & Yield,N/A (N/A)
6825,TRMB,Ex-Dividend Date,N/A
6826,TRMB,1y Target Est,54.43
6827,TFC,Previous Close,31.97
6828,TFC,Open,31.74
6829,TFC,Bid,32.02 x 1200
6830,TFC,Ask,32.17 x 1800
6831,TFC,Day's Range,31.55 - 32.18
6832,TFC,52 Week Range,25.56 - 51.26
6833,TFC,Volume,"6,232,409"
6834,TFC,Avg. Volume,"9,944,669"
6835,TFC,Market Cap,42.731B
6836,TFC,Beta (5Y Monthly),1.09
6837,TFC,PE Ratio (TTM),8.03
6838,TFC,EPS (TTM),3.99
6839,TFC,Earnings Date,"Jan 18, 2024"
6840,TFC,Forward Dividend & Yield,2.08 (6.51%)
6841,TFC,Ex-Dividend Date,"Nov 09, 2023"
6842,TFC,1y Target Est,33.93
6843,TYL,Previous Close,417.68
6844,TYL,Open,420.92
6845,TYL,Bid,0.00 x 800
6846,TYL,Ask,0.00 x 1100
6847,TYL,Day's Range,410.03 - 421.66
6848,TYL,52 Week Range,301.69 - 426.83
6849,TYL,Volume,"345,822"
6850,TYL,Avg. Volume,"218,432"
6851,TYL,Market Cap,17.327B
6852,TYL,Beta (5Y Monthly),0.78
6853,TYL,PE Ratio (TTM),111.17
6854,TYL,EPS (TTM),3.70
6855,TYL,Earnings Date,"Feb 13, 2024 - Feb 19, 2024"
6856,TYL,Forward Dividend & Yield,N/A (N/A)
6857,TYL,Ex-Dividend Date,"Jan 31, 1990"
6858,TYL,1y Target Est,460.94
6859,TSN,Previous Close,48.41
6860,TSN,Open,48.20
6861,TSN,Bid,47.60 x 1200
6862,TSN,Ask,47.59 x 800
6863,TSN,Day's Range,47.41 - 48.32
6864,TSN,52 Week Range,44.94 - 67.87
6865,TSN,Volume,"283,644"
6866,TSN,Avg. Volume,"2,615,475"
6867,TSN,Market Cap,16.941B
6868,TSN,Beta (5Y Monthly),0.82
6869,TSN,PE Ratio (TTM),N/A
6870,TSN,EPS (TTM),-1.87
6871,TSN,Earnings Date,"Feb 05, 2024 - Feb 09, 2024"
6872,TSN,Forward Dividend & Yield,1.96 (4.05%)
6873,TSN,Ex-Dividend Date,"Nov 30, 2023"
6874,TSN,1y Target Est,51.30
6875,USB,Previous Close,37.64
6876,USB,Open,37.53
6877,USB,Bid,37.80 x 800
6878,USB,Ask,37.62 x 1200
6879,USB,Day's Range,37.23 - 37.85
6880,USB,52 Week Range,27.27 - 49.95
6881,USB,Volume,"6,258,813"
6882,USB,Avg. Volume,"12,097,184"
6883,USB,Market Cap,58.59B
6884,USB,Beta (5Y Monthly),1.04
6885,USB,PE Ratio (TTM),11.23
6886,USB,EPS (TTM),3.35
6887,USB,Earnings Date,"Jan 17, 2024"
6888,USB,Forward Dividend & Yield,1.92 (5.10%)
6889,USB,Ex-Dividend Date,"Sep 28, 2023"
6890,USB,1y Target Est,40.44
6891,UDR,"
","

Will be right back...
Thank you for your patience.
Our engineers are working quickly to resolve the issue.
"
6892,ULTA,Previous Close,405.61
6893,ULTA,Open,406.18
6894,ULTA,Bid,402.00 x 800
6895,ULTA,Ask,409.61 x 800
6896,ULTA,Day's Range,401.01 - 407.26
6897,ULTA,52 Week Range,368.02 - 556.60
6898,ULTA,Volume,"56,057"
6899,ULTA,Avg. Volume,"790,965"
6900,ULTA,Market Cap,19.817B
6901,ULTA,Beta (5Y Monthly),1.36
6902,ULTA,PE Ratio (TTM),16.16
6903,ULTA,EPS (TTM),24.91
6904,ULTA,Earnings Date,"Nov 30, 2023"
6905,ULTA,Forward Dividend & Yield,N/A (N/A)
6906,ULTA,Ex-Dividend Date,"Mar 16, 2012"
6907,ULTA,1y Target Est,513.45
6908,UNP,Previous Close,221.10
6909,UNP,Open,221.10
6910,UNP,Bid,221.46 x 1100
6911,UNP,Ask,221.70 x 1100
6912,UNP,Day's Range,219.10 - 221.90
6913,UNP,52 Week Range,183.69 - 240.48
6914,UNP,Volume,"173,034"
6915,UNP,Avg. Volume,"2,389,726"
6916,UNP,Market Cap,135.035B
6917,UNP,Beta (5Y Monthly),1.11
6918,UNP,PE Ratio (TTM),21.28
6919,UNP,EPS (TTM),10.41
6920,UNP,Earnings Date,"Jan 22, 2024 - Jan 26, 2024"
6921,UNP,Forward Dividend & Yield,5.20 (2.35%)
6922,UNP,Ex-Dividend Date,"Aug 30, 2023"
6923,UNP,1y Target Est,240.15
6924,UAL,Previous Close,40.02
6925,UAL,Open,39.69
6926,UAL,Bid,39.37 x 800
6927,UAL,Ask,39.37 x 1400
6928,UAL,Day's Range,39.24 - 39.75
6929,UAL,52 Week Range,33.68 - 58.23
6930,UAL,Volume,"1,154,964"
6931,UAL,Avg. Volume,"7,291,753"
6932,UAL,Market Cap,12.881B
6933,UAL,Beta (5Y Monthly),1.50
6934,UAL,PE Ratio (TTM),4.55
6935,UAL,EPS (TTM),8.64
6936,UAL,Earnings Date,"Jan 15, 2024 - Jan 19, 2024"
6937,UAL,Forward Dividend & Yield,N/A (N/A)
6938,UAL,Ex-Dividend Date,"Jan 07, 2008"
6939,UAL,1y Target Est,59.75
6940,UPS,Previous Close,147.98
6941,UPS,Open,147.85
6942,UPS,Bid,149.76 x 800
6943,UPS,Ask,149.56 x 1300
6944,UPS,Day's Range,146.87 - 150.28
6945,UPS,52 Week Range,133.68 - 197.80
6946,UPS,Volume,"4,715,103"
6947,UPS,Avg. Volume,"3,567,996"
6948,UPS,Market Cap,127.423B
6949,UPS,Beta (5Y Monthly),1.10
6950,UPS,PE Ratio (TTM),14.97
6951,UPS,EPS (TTM),9.99
6952,UPS,Earnings Date,"Jan 30, 2024"
6953,UPS,Forward Dividend & Yield,6.48 (4.38%)
6954,UPS,Ex-Dividend Date,"Nov 10, 2023"
6955,UPS,1y Target Est,163.67
6956,URI,Previous Close,471.80
6957,URI,Open,467.69
6958,URI,Bid,458.50 x 800
6959,URI,Ask,476.75 x 1400
6960,URI,Day's Range,465.56 - 469.04
6961,URI,52 Week Range,325.15 - 492.33
6962,URI,Volume,"67,065"
6963,URI,Avg. Volume,"697,539"
6964,URI,Market Cap,31.653B
6965,URI,Beta (5Y Monthly),1.82
6966,URI,PE Ratio (TTM),13.58
6967,URI,EPS (TTM),34.39
6968,URI,Earnings Date,"Jan 23, 2024 - Jan 29, 2024"
6969,URI,Forward Dividend & Yield,5.92 (1.25%)
6970,URI,Ex-Dividend Date,"Nov 07, 2023"
6971,URI,1y Target Est,467.76
6972,UNH,Previous Close,536.29
6973,UNH,Open,533.61
6974,UNH,Bid,534.00 x 800
6975,UNH,Ask,534.57 x 1000
6976,UNH,Day's Range,531.80 - 536.34
6977,UNH,52 Week Range,445.68 - 553.00
6978,UNH,Volume,"2,515,424"
6979,UNH,Avg. Volume,"2,729,849"
6980,UNH,Market Cap,494.927B
6981,UNH,Beta (5Y Monthly),0.64
6982,UNH,PE Ratio (TTM),23.26
6983,UNH,EPS (TTM),23.01
6984,UNH,Earnings Date,"Jan 11, 2024 - Jan 15, 2024"
6985,UNH,Forward Dividend & Yield,7.52 (1.40%)
6986,UNH,Ex-Dividend Date,"Dec 01, 2023"
6987,UNH,1y Target Est,544.13
6988,UHS,Previous Close,132.90
6989,UHS,Open,133.45
6990,UHS,Bid,129.28 x 1100
6991,UHS,Ask,213.77 x 900
6992,UHS,Day's Range,132.74 - 134.48
6993,UHS,52 Week Range,113.69 - 158.57
6994,UHS,Volume,"471,672"
6995,UHS,Avg. Volume,"555,015"
6996,UHS,Market Cap,9.176B
6997,UHS,Beta (5Y Monthly),1.28
6998,UHS,PE Ratio (TTM),14.12
6999,UHS,EPS (TTM),9.52
7000,UHS,Earnings Date,"Oct 26, 2023"
7001,UHS,Forward Dividend & Yield,0.80 (0.60%)
7002,UHS,Ex-Dividend Date,"Aug 31, 2023"
7003,UHS,1y Target Est,150.50
7004,VLO,Previous Close,124.73
7005,VLO,Open,123.88
7006,VLO,Bid,123.36 x 800
7007,VLO,Ask,123.39 x 800
7008,VLO,Day's Range,122.32 - 124.06
7009,VLO,52 Week Range,104.18 - 152.20
7010,VLO,Volume,"201,853"
7011,VLO,Avg. Volume,"3,634,145"
7012,VLO,Market Cap,41.765B
7013,VLO,Beta (5Y Monthly),1.56
7014,VLO,PE Ratio (TTM),4.18
7015,VLO,EPS (TTM),29.32
7016,VLO,Earnings Date,"Jan 24, 2024 - Jan 29, 2024"
7017,VLO,Forward Dividend & Yield,4.08 (3.27%)
7018,VLO,Ex-Dividend Date,"Nov 16, 2023"
7019,VLO,1y Target Est,151.63
7020,VTR,Previous Close,44.96
7021,VTR,Open,44.79
7022,VTR,Bid,44.69 x 800
7023,VTR,Ask,44.72 x 1000
7024,VTR,Day's Range,44.49 - 44.85
7025,VTR,52 Week Range,39.33 - 53.15
7026,VTR,Volume,"80,494"
7027,VTR,Avg. Volume,"2,161,262"
7028,VTR,Market Cap,18.047B
7029,VTR,Beta (5Y Monthly),1.28
7030,VTR,PE Ratio (TTM),"2,242.50"
7031,VTR,EPS (TTM),0.02
7032,VTR,Earnings Date,"Feb 07, 2024 - Feb 12, 2024"
7033,VTR,Forward Dividend & Yield,1.80 (4.00%)
7034,VTR,Ex-Dividend Date,"Sep 29, 2023"
7035,VTR,1y Target Est,50.61
7036,VLTO,Previous Close,70.76
7037,VLTO,Open,70.80
7038,VLTO,Bid,71.89 x 1300
7039,VLTO,Ask,71.94 x 1300
7040,VLTO,Day's Range,70.48 - 72.34
7041,VLTO,52 Week Range,65.51 - 80.62
7042,VLTO,Volume,"243,478"
7043,VLTO,Avg. Volume,"3,892,685"
7044,VLTO,Market Cap,17.611B
7045,VLTO,Beta (5Y Monthly),N/A
7046,VLTO,PE Ratio (TTM),24.40
7047,VLTO,EPS (TTM),2.93
7048,VLTO,Earnings Date,N/A
7049,VLTO,Forward Dividend & Yield,N/A (N/A)
7050,VLTO,Ex-Dividend Date,N/A
7051,VLTO,1y Target Est,80.50
7052,VRSN,Previous Close,210.12
7053,VRSN,Open,210.12
7054,VRSN,Bid,84.77 x 800
7055,VRSN,Ask,220.10 x 800
7056,VRSN,Day's Range,210.12 - 212.15
7057,VRSN,52 Week Range,188.44 - 229.72
7058,VRSN,Volume,"391,524"
7059,VRSN,Avg. Volume,"502,753"
7060,VRSN,Market Cap,21.531B
7061,VRSN,Beta (5Y Monthly),0.94
7062,VRSN,PE Ratio (TTM),30.04
7063,VRSN,EPS (TTM),7.02
7064,VRSN,Earnings Date,"Feb 07, 2024 - Feb 12, 2024"
7065,VRSN,Forward Dividend & Yield,N/A (N/A)
7066,VRSN,Ex-Dividend Date,"May 05, 2011"
7067,VRSN,1y Target Est,230.00
7068,VRSK,Previous Close,238.06
7069,VRSK,Open,240.04
7070,VRSK,Bid,0.00 x 900
7071,VRSK,Ask,0.00 x 800
7072,VRSK,Day's Range,237.68 - 240.80
7073,VRSK,52 Week Range,167.81 - 249.26
7074,VRSK,Volume,"917,327"
7075,VRSK,Avg. Volume,"882,768"
7076,VRSK,Market Cap,34.476B
7077,VRSK,Beta (5Y Monthly),0.85
7078,VRSK,PE Ratio (TTM),44.61
7079,VRSK,EPS (TTM),5.33
7080,VRSK,Earnings Date,"Nov 01, 2023"
7081,VRSK,Forward Dividend & Yield,1.36 (0.57%)
7082,VRSK,Ex-Dividend Date,"Dec 14, 2023"
7083,VRSK,1y Target Est,247.88
7084,VZ,Previous Close,36.23
7085,VZ,Open,36.28
7086,VZ,Bid,36.72 x 3000
7087,VZ,Ask,36.75 x 3200
7088,VZ,Day's Range,36.20 - 36.87
7089,VZ,52 Week Range,30.14 - 42.58
7090,VZ,Volume,"18,287,599"
7091,VZ,Avg. Volume,"22,498,519"
7092,VZ,Market Cap,154.417B
7093,VZ,Beta (5Y Monthly),0.37
7094,VZ,PE Ratio (TTM),7.29
7095,VZ,EPS (TTM),5.04
7096,VZ,Earnings Date,"Jan 23, 2024"
7097,VZ,Forward Dividend & Yield,2.66 (7.34%)
7098,VZ,Ex-Dividend Date,"Oct 06, 2023"
7099,VZ,1y Target Est,35.96
7100,VRTX,Previous Close,350.50
7101,VRTX,Open,349.76
7102,VRTX,Bid,356.83 x 800
7103,VRTX,Ask,356.99 x 800
7104,VRTX,Day's Range,349.32 - 357.41
7105,VRTX,52 Week Range,282.21 - 387.42
7106,VRTX,Volume,"1,514,719"
7107,VRTX,Avg. Volume,"1,133,278"
7108,VRTX,Market Cap,91.952B
7109,VRTX,Beta (5Y Monthly),0.45
7110,VRTX,PE Ratio (TTM),26.79
7111,VRTX,EPS (TTM),13.32
7112,VRTX,Earnings Date,"Feb 05, 2024 - Feb 09, 2024"
7113,VRTX,Forward Dividend & Yield,N/A (N/A)
7114,VRTX,Ex-Dividend Date,N/A
7115,VRTX,1y Target Est,400.00
7116,VFC,Previous Close,17.12
7117,VFC,Open,17.00
7118,VFC,Bid,16.62 x 1200
7119,VFC,Ask,16.63 x 900
7120,VFC,Day's Range,16.50 - 17.07
7121,VFC,52 Week Range,12.85 - 34.44
7122,VFC,Volume,"653,298"
7123,VFC,Avg. Volume,"8,960,760"
7124,VFC,Market Cap,6.518B
7125,VFC,Beta (5Y Monthly),1.52
7126,VFC,PE Ratio (TTM),N/A
7127,VFC,EPS (TTM),-0.55
7128,VFC,Earnings Date,"Feb 05, 2024 - Feb 09, 2024"
7129,VFC,Forward Dividend & Yield,0.36 (2.10%)
7130,VFC,Ex-Dividend Date,"Dec 08, 2023"
7131,VFC,1y Target Est,18.68
7132,VTRS,Previous Close,9.45
7133,VTRS,Open,9.41
7134,VTRS,Bid,9.41 x 3100
7135,VTRS,Ask,9.50 x 900
7136,VTRS,Day's Range,9.31 - 9.49
7137,VTRS,52 Week Range,8.74 - 12.40
7138,VTRS,Volume,"9,370,316"
7139,VTRS,Avg. Volume,"8,791,007"
7140,VTRS,Market Cap,11.361B
7141,VTRS,Beta (5Y Monthly),1.16
7142,VTRS,PE Ratio (TTM),6.27
7143,VTRS,EPS (TTM),1.51
7144,VTRS,Earnings Date,"Nov 07, 2023"
7145,VTRS,Forward Dividend & Yield,0.48 (5.08%)
7146,VTRS,Ex-Dividend Date,"Nov 22, 2023"
7147,VTRS,1y Target Est,14.00
7148,VICI,Previous Close,28.60
7149,VICI,Open,28.49
7150,VICI,Bid,28.40 x 1200
7151,VICI,Ask,28.41 x 1000
7152,VICI,Day's Range,28.25 - 28.51
7153,VICI,52 Week Range,26.62 - 35.07
7154,VICI,Volume,"597,877"
7155,VICI,Avg. Volume,"5,698,828"
7156,VICI,Market Cap,29.396B
7157,VICI,Beta (5Y Monthly),N/A
7158,VICI,PE Ratio (TTM),11.79
7159,VICI,EPS (TTM),2.41
7160,VICI,Earnings Date,"Feb 21, 2024 - Feb 26, 2024"
7161,VICI,Forward Dividend & Yield,1.66 (5.80%)
7162,VICI,Ex-Dividend Date,"Sep 20, 2023"
7163,VICI,1y Target Est,35.33
7164,V,Previous Close,249.56
7165,V,Open,249.61
7166,V,Bid,249.76 x 900
7167,V,Ask,249.78 x 900
7168,V,Day's Range,245.60 - 250.93
7169,V,52 Week Range,202.13 - 250.93
7170,V,Volume,"8,571,715"
7171,V,Avg. Volume,"5,735,396"
7172,V,Market Cap,513.273B
7173,V,Beta (5Y Monthly),0.95
7174,V,PE Ratio (TTM),30.15
7175,V,EPS (TTM),8.29
7176,V,Earnings Date,"Jan 24, 2024 - Jan 29, 2024"
7177,V,Forward Dividend & Yield,2.08 (0.83%)
7178,V,Ex-Dividend Date,"Nov 08, 2023"
7179,V,1y Target Est,253.73
7180,VMC,Previous Close,210.38
7181,VMC,Open,211.49
7182,VMC,Bid,212.42 x 1000
7183,VMC,Ask,212.78 x 800
7184,VMC,Day's Range,209.92 - 212.77
7185,VMC,52 Week Range,159.76 - 229.75
7186,VMC,Volume,"119,019"
7187,VMC,Avg. Volume,"847,085"
7188,VMC,Market Cap,28.076B
7189,VMC,Beta (5Y Monthly),0.78
7190,VMC,PE Ratio (TTM),33.81
7191,VMC,EPS (TTM),6.25
7192,VMC,Earnings Date,"Feb 14, 2024 - Feb 19, 2024"
7193,VMC,Forward Dividend & Yield,1.72 (0.82%)
7194,VMC,Ex-Dividend Date,"Nov 10, 2023"
7195,VMC,1y Target Est,243.55
7196,WRB,Previous Close,69.77
7197,WRB,Open,69.86
7198,WRB,Bid,69.00 x 800
7199,WRB,Ask,71.34 x 1100
7200,WRB,Day's Range,69.63 - 70.47
7201,WRB,52 Week Range,55.50 - 76.99
7202,WRB,Volume,"1,052,335"
7203,WRB,Avg. Volume,"1,119,529"
7204,WRB,Market Cap,18.105B
7205,WRB,Beta (5Y Monthly),0.58
7206,WRB,PE Ratio (TTM),14.16
7207,WRB,EPS (TTM),4.96
7208,WRB,Earnings Date,"Jan 24, 2024 - Jan 29, 2024"
7209,WRB,Forward Dividend & Yield,0.44 (0.63%)
7210,WRB,Ex-Dividend Date,"Sep 22, 2023"
7211,WRB,1y Target Est,74.91
7212,WAB,Previous Close,115.62
7213,WAB,Open,115.77
7214,WAB,Bid,116.01 x 800
7215,WAB,Ask,116.17 x 800
7216,WAB,Day's Range,115.29 - 116.35
7217,WAB,52 Week Range,91.89 - 119.70
7218,WAB,Volume,"34,389"
7219,WAB,Avg. Volume,"828,289"
7220,WAB,Market Cap,20.81B
7221,WAB,Beta (5Y Monthly),1.44
7222,WAB,PE Ratio (TTM),27.66
7223,WAB,EPS (TTM),4.20
7224,WAB,Earnings Date,"Feb 13, 2024 - Feb 19, 2024"
7225,WAB,Forward Dividend & Yield,0.68 (0.59%)
7226,WAB,Ex-Dividend Date,"Nov 14, 2023"
7227,WAB,1y Target Est,126.22
7228,WBA,Previous Close,21.22
7229,WBA,Open,21.14
7230,WBA,Bid,20.89 x 900
7231,WBA,Ask,20.90 x 2900
7232,WBA,Day's Range,20.61 - 21.26
7233,WBA,52 Week Range,20.00 - 42.29
7234,WBA,Volume,"6,286,634"
7235,WBA,Avg. Volume,"12,658,404"
7236,WBA,Market Cap,18.017B
7237,WBA,Beta (5Y Monthly),0.80
7238,WBA,PE Ratio (TTM),N/A
7239,WBA,EPS (TTM),-3.57
7240,WBA,Earnings Date,"Jan 03, 2024 - Jan 08, 2024"
7241,WBA,Forward Dividend & Yield,1.92 (9.05%)
7242,WBA,Ex-Dividend Date,"Nov 13, 2023"
7243,WBA,1y Target Est,27.92
7244,WMT,Previous Close,155.35
7245,WMT,Open,155.54
7246,WMT,Bid,155.50 x 800
7247,WMT,Ask,155.62 x 800
7248,WMT,Day's Range,155.01 - 156.01
7249,WMT,52 Week Range,136.09 - 169.94
7250,WMT,Volume,"8,767,065"
7251,WMT,Avg. Volume,"5,929,574"
7252,WMT,Market Cap,417.999B
7253,WMT,Beta (5Y Monthly),0.53
7254,WMT,PE Ratio (TTM),25.84
7255,WMT,EPS (TTM),6.01
7256,WMT,Earnings Date,"Feb 19, 2024 - Feb 23, 2024"
7257,WMT,Forward Dividend & Yield,2.28 (1.47%)
7258,WMT,Ex-Dividend Date,"Dec 07, 2023"
7259,WMT,1y Target Est,164.53
7260,DIS,Previous Close,94.15
7261,DIS,Open,93.98
7262,DIS,Bid,95.08 x 900
7263,DIS,Ask,95.02 x 800
7264,DIS,Day's Range,93.87 - 95.58
7265,DIS,52 Week Range,78.73 - 118.18
7266,DIS,Volume,"12,061,454"
7267,DIS,Avg. Volume,"14,334,614"
7268,DIS,Market Cap,169.248B
7269,DIS,Beta (5Y Monthly),1.30
7270,DIS,PE Ratio (TTM),73.10
7271,DIS,EPS (TTM),1.30
7272,DIS,Earnings Date,"Feb 06, 2024 - Feb 12, 2024"
7273,DIS,Forward Dividend & Yield,N/A (N/A)
7274,DIS,Ex-Dividend Date,"Dec 13, 2019"
7275,DIS,1y Target Est,95.71
7276,WBD,Previous Close,10.71
7277,WBD,Open,10.78
7278,WBD,Bid,10.69 x 4000
7279,WBD,Ask,10.70 x 3100
7280,WBD,Day's Range,10.53 - 10.78
7281,WBD,52 Week Range,8.82 - 16.34
7282,WBD,Volume,"10,436,894"
7283,WBD,Avg. Volume,"21,361,623"
7284,WBD,Market Cap,26.178B
7285,WBD,Beta (5Y Monthly),1.61
7286,WBD,PE Ratio (TTM),N/A
7287,WBD,EPS (TTM),-1.94
7288,WBD,Earnings Date,"Nov 08, 2023"
7289,WBD,Forward Dividend & Yield,N/A (N/A)
7290,WBD,Ex-Dividend Date,N/A
7291,WBD,1y Target Est,16.18
7292,WM,Previous Close,171.18
7293,WM,Open,171.00
7294,WM,Bid,170.96 x 800
7295,WM,Ask,171.05 x 1000
7296,WM,Day's Range,170.05 - 171.31
7297,WM,52 Week Range,148.31 - 173.71
7298,WM,Volume,"168,251"
7299,WM,Avg. Volume,"1,500,926"
7300,WM,Market Cap,68.937B
7301,WM,Beta (5Y Monthly),0.72
7302,WM,PE Ratio (TTM),30.29
7303,WM,EPS (TTM),5.65
7304,WM,Earnings Date,"Jan 29, 2024 - Feb 02, 2024"
7305,WM,Forward Dividend & Yield,2.80 (1.64%)
7306,WM,Ex-Dividend Date,"Nov 30, 2023"
7307,WM,1y Target Est,181.72
7308,WAT,Previous Close,260.93
7309,WAT,Open,269.86
7310,WAT,Bid,274.43 x 800
7311,WAT,Ask,274.97 x 800
7312,WAT,Day's Range,269.05 - 279.40
7313,WAT,52 Week Range,231.90 - 353.71
7314,WAT,Volume,"202,015"
7315,WAT,Avg. Volume,"515,764"
7316,WAT,Market Cap,16.235B
7317,WAT,Beta (5Y Monthly),0.90
7318,WAT,PE Ratio (TTM),24.98
7319,WAT,EPS (TTM),10.99
7320,WAT,Earnings Date,"Feb 13, 2024 - Feb 19, 2024"
7321,WAT,Forward Dividend & Yield,N/A (N/A)
7322,WAT,Ex-Dividend Date,"Nov 26, 1996"
7323,WAT,1y Target Est,267.06
7324,WEC,Previous Close,81.32
7325,WEC,Open,81.53
7326,WEC,Bid,80.82 x 1300
7327,WEC,Ask,80.87 x 1300
7328,WEC,Day's Range,80.53 - 81.75
7329,WEC,52 Week Range,75.47 - 101.11
7330,WEC,Volume,"174,815"
7331,WEC,Avg. Volume,"1,751,543"
7332,WEC,Market Cap,25.486B
7333,WEC,Beta (5Y Monthly),0.44
7334,WEC,PE Ratio (TTM),18.70
7335,WEC,EPS (TTM),4.32
7336,WEC,Earnings Date,"Jan 31, 2024 - Feb 05, 2024"
7337,WEC,Forward Dividend & Yield,3.12 (3.84%)
7338,WEC,Ex-Dividend Date,"Nov 13, 2023"
7339,WEC,1y Target Est,88.64
7340,WFC,Previous Close,42.96
7341,WFC,Open,42.86
7342,WFC,Bid,42.91 x 1800
7343,WFC,Ask,42.78 x 1300
7344,WFC,Day's Range,42.51 - 42.95
7345,WFC,52 Week Range,35.25 - 48.84
7346,WFC,Volume,"8,164,738"
7347,WFC,Avg. Volume,"15,758,209"
7348,WFC,Market Cap,155.398B
7349,WFC,Beta (5Y Monthly),1.17
7350,WFC,PE Ratio (TTM),9.34
7351,WFC,EPS (TTM),4.58
7352,WFC,Earnings Date,"Jan 12, 2024"
7353,WFC,Forward Dividend & Yield,1.40 (3.26%)
7354,WFC,Ex-Dividend Date,"Nov 02, 2023"
7355,WFC,1y Target Est,49.90
7356,WELL,Previous Close,88.55
7357,WELL,Open,88.14
7358,WELL,Bid,88.30 x 1200
7359,WELL,Ask,88.34 x 800
7360,WELL,Day's Range,87.85 - 88.62
7361,WELL,52 Week Range,62.62 - 89.69
7362,WELL,Volume,"167,858"
7363,WELL,Avg. Volume,"2,909,998"
7364,WELL,Market Cap,49.015B
7365,WELL,Beta (5Y Monthly),1.07
7366,WELL,PE Ratio (TTM),167.09
7367,WELL,EPS (TTM),0.53
7368,WELL,Earnings Date,N/A
7369,WELL,Forward Dividend & Yield,2.44 (2.76%)
7370,WELL,Ex-Dividend Date,"Nov 13, 2023"
7371,WELL,1y Target Est,90.50
7372,WST,Previous Close,341.65
7373,WST,Open,337.82
7374,WST,Bid,338.04 x 800
7375,WST,Ask,338.30 x 1800
7376,WST,Day's Range,334.29 - 341.89
7377,WST,52 Week Range,219.24 - 415.73
7378,WST,Volume,"243,970"
7379,WST,Avg. Volume,"359,221"
7380,WST,Market Cap,25.031B
7381,WST,Beta (5Y Monthly),1.08
7382,WST,PE Ratio (TTM),45.66
7383,WST,EPS (TTM),7.41
7384,WST,Earnings Date,"Oct 26, 2023"
7385,WST,Forward Dividend & Yield,0.80 (0.23%)
7386,WST,Ex-Dividend Date,"Nov 07, 2023"
7387,WST,1y Target Est,400.71
7388,WDC,Previous Close,46.62
7389,WDC,Open,46.70
7390,WDC,Bid,47.15 x 800
7391,WDC,Ask,48.25 x 800
7392,WDC,Day's Range,46.60 - 47.42
7393,WDC,52 Week Range,29.73 - 47.42
7394,WDC,Volume,"3,747,679"
7395,WDC,Avg. Volume,"4,619,448"
7396,WDC,Market Cap,15.353B
7397,WDC,Beta (5Y Monthly),1.58
7398,WDC,PE Ratio (TTM),N/A
7399,WDC,EPS (TTM),-7.70
7400,WDC,Earnings Date,"Jan 29, 2024 - Feb 02, 2024"
7401,WDC,Forward Dividend & Yield,N/A (N/A)
7402,WDC,Ex-Dividend Date,"Apr 02, 2020"
7403,WDC,1y Target Est,50.58
7404,WRK,Previous Close,36.69
7405,WRK,Open,37.11
7406,WRK,Bid,36.94 x 800
7407,WRK,Ask,36.96 x 800
7408,WRK,Day's Range,36.88 - 37.28
